name,country,country_code,position,price,photo_url
Ali Azaizeh,Jordan,JOR,FWD,4,
Odeh Fakhoury,Jordan,JOR,FWD,4,
Yazeed  Abulaila,Jordan,JOR,GK,3.9,
Abdallah Al Fakhouri,Jordan,JOR,GK,3.6,
Park Jin-Seob,Korea Republic,KOR,MID,4.9,
Kim Jin-Gyu,Korea Republic,KOR,MID,4.9,
Kim Min-Jae,Korea Republic,KOR,DEF,5,
Seol Young-Woo,Korea Republic,KOR,DEF,4.2,
Cho Yu-Min,Korea Republic,KOR,DEF,3.9,
Kim Moon-Hwan,Korea Republic,KOR,DEF,3.9,
Lee Han-Beom,Korea Republic,KOR,DEF,3.7,
Lee Tae-Seok,Korea Republic,KOR,DEF,3.7,
Kim Tae-Hyeon,Korea Republic,KOR,DEF,3.6,
Son Heung-Min,Korea Republic,KOR,FWD,7.4,
Hwang Hee-Chan,Korea Republic,KOR,FWD,6.1,
Cho Gue-Sung,Korea Republic,KOR,FWD,5.3,
Oh Hyeon-Gyu,Korea Republic,KOR,FWD,4.9,
Yang Hyun-Jun,Korea Republic,KOR,FWD,4.7,
Eom Ji-Sung,Korea Republic,KOR,FWD,4.6,
Jo Hyeon-Woo,Korea Republic,KOR,GK,4.6,
Kim Seung-Gyu,Korea Republic,KOR,GK,4.1,
Song Bum-Keun,Korea Republic,KOR,GK,3.9,
Paik Seung-Ho,Korea Republic,KOR,MID,5.6,
Jens Castrop,Korea Republic,KOR,MID,5.6,
Bae Jun-Ho,Korea Republic,KOR,MID,5.9,
Lee Kang-In,Korea Republic,KOR,MID,6.1,
Lee Jae-Sung,Korea Republic,KOR,MID,6.2,
Obed Vargas,Mexico,MEX,MID,4.7,
Johan Vásquez,Mexico,MEX,DEF,4.7,
César Montes,Mexico,MEX,DEF,4.7,
Jesús Gallardo,Mexico,MEX,DEF,4.7,
Jorge Sánchez,Mexico,MEX,DEF,4,
Israel Reyes,Mexico,MEX,DEF,4,
Jesús Angulo,Mexico,MEX,DEF,3.9,
Richard Ledezma,Mexico,MEX,DEF,3.9,
Everardo López,Mexico,MEX,DEF,3.5,
Raúl Jiménez,Mexico,MEX,FWD,7,
Germán Berterame,Mexico,MEX,FWD,5.6,
Julián Quiñones,Mexico,MEX,FWD,5.6,
Alexis Vega,Mexico,MEX,FWD,5.3,
Roberto Alvarado,Mexico,MEX,FWD,5.3,
Guillermo Martínez,Mexico,MEX,FWD,4.7,
Armando González,Mexico,MEX,FWD,4.4,
Guillermo Ochoa,Mexico,MEX,GK,4.2,
Carlos Acevedo,Mexico,MEX,GK,4,
Raúl Rangel,Mexico,MEX,GK,3.9,
Brian Gutiérrez,Mexico,MEX,MID,5,
Érik Lira,Mexico,MEX,MID,5.6,
Carlos Rodríguez,Mexico,MEX,MID,5.9,
Érick Sánchez,Mexico,MEX,MID,4.5,
Orbelín Pineda,Mexico,MEX,MID,6.2,
Álvaro Fidalgo,Mexico,MEX,MID,6.4,
Samir El Mourabet,Morocco,MAR,MID,4.7,
Anass Salah-Eddine,Morocco,MAR,DEF,3.9,
Ayoub El Kaabi,Morocco,MAR,FWD,5.9,
Gessime Yassine,Morocco,MAR,FWD,4,
Ismael Saibari,Morocco,MAR,MID,6.8,
Denzel Dumfries,Netherlands,NED,DEF,5.7,
Virgil van Dijk,Netherlands,NED,DEF,5.5,
Micky van de Ven,Netherlands,NED,DEF,5.1,
Nathan Aké,Netherlands,NED,DEF,5,
Jan Paul van Hecke,Netherlands,NED,DEF,4.3,
Jorrel Hato,Netherlands,NED,DEF,4.3,
Cody Gakpo,Netherlands,NED,FWD,7.7,
Donyell Malen,Netherlands,NED,FWD,6.1,
Noa Lang,Netherlands,NED,FWD,5.9,
Brian Brobbey,Netherlands,NED,FWD,5.7,
Wout Weghorst,Netherlands,NED,FWD,5.5,
Bart Verbruggen,Netherlands,NED,GK,4.7,
Mark Flekken,Netherlands,NED,GK,4.7,
Ryan Gravenberch,Netherlands,NED,MID,6.1,
Teun Koopmeiners,Netherlands,NED,MID,6.2,
Tijjani Reijnders,Netherlands,NED,MID,6.5,
Quinten Timber,Netherlands,NED,MID,6.8,
Callum McCowatt,New Zealand,NZL,MID,4.7,
Alex Rufer,New Zealand,NZL,MID,4.9,
Joe Bell,New Zealand,NZL,MID,5.1,
Ryan Thomas,New Zealand,NZL,MID,5.3,
Marko Stamenic,New Zealand,NZL,MID,5.6,
Tyler Bindon,New Zealand,NZL,DEF,3.6,
Francis de Vries,New Zealand,NZL,DEF,3.6,
Tim Payne,New Zealand,NZL,DEF,3.6,
Callan Elliot,New Zealand,NZL,DEF,3.5,
Finn Surman,New Zealand,NZL,DEF,3.5,
Kosta Barbarouses,New Zealand,NZL,FWD,4.4,
Elijah Just,New Zealand,NZL,MID,4.2,
Ben Waine,New Zealand,NZL,FWD,4.2,
Ben Old,New Zealand,NZL,FWD,4.2,
Jesse Randall,New Zealand,NZL,FWD,4,
Lachlan Bayliss,New Zealand,NZL,MID,4,
Max Crocombe,New Zealand,NZL,GK,3.9,
Alex Paulsen,New Zealand,NZL,GK,3.8,
Michael Woud,New Zealand,NZL,GK,3.7,
Sander Berge,Norway,NOR,MID,4.7,
Oscar Bobb,Norway,NOR,MID,5.1,
Morten Thorsby,Norway,NOR,MID,5.6,
Patrick Berg,Norway,NOR,MID,5.6,
Kristoffer Ajer,Norway,NOR,DEF,4.3,
Julian Ryerson,Norway,NOR,DEF,4.2,
Marcus Pedersen,Norway,NOR,DEF,4.1,
Leo Østigård,Norway,NOR,DEF,4.1,
David Møller Wolfe,Norway,NOR,DEF,4,
Fredrik Bjørkan,Norway,NOR,DEF,4,
Torbjørn Heggem,Norway,NOR,DEF,3.7,
Henrik Falchener,Norway,NOR,DEF,3.5,
Erling Haaland,Norway,NOR,FWD,10.5,
Alexander Sørloth,Norway,NOR,FWD,6.8,
Andreas Schjelderup,Norway,NOR,FWD,6.2,
Jørgen Strand Larsen,Norway,NOR,FWD,5.6,
Ørjan Nyland,Norway,NOR,GK,4.2,
Egil Selvik,Norway,NOR,GK,3.8,
Jens Petter Hauge,Norway,NOR,MID,5.9,
Antonio Nusa,Norway,NOR,MID,6.1,
Kristian Thorstvedt,Norway,NOR,MID,6.2,
Carlos Harvey,Panama,PAN,MID,4.9,
Cristian Martínez,Panama,PAN,MID,5.3,
Yoel Bárcenas,Panama,PAN,MID,5.6,
José Luis Rodríguez,Panama,PAN,MID,5.6,
Aníbal Godoy,Panama,PAN,MID,5.6,
Amir Murillo,Panama,PAN,DEF,5,
José Córdoba,Panama,PAN,DEF,4,
Éric Davis,Panama,PAN,DEF,3.9,
César Blackman,Panama,PAN,DEF,3.7,
Andrés Andrade,Panama,PAN,DEF,3.7,
Roderick Miller,Panama,PAN,DEF,3.5,
Jiovany Ramos,Panama,PAN,DEF,3.5,
Jorge Gutiérrez,Panama,PAN,DEF,3.5,
Ismael Díaz,Panama,PAN,FWD,4.9,
José Fajardo,Panama,PAN,FWD,4.7,
Cecilio Waterman,Panama,PAN,FWD,5,
César Yanis,Panama,PAN,FWD,4.4,
Luis Mejía,Panama,PAN,GK,4,
Orlando Mosquera,Panama,PAN,GK,3.9,
César Samudio,Panama,PAN,GK,3.6,
Adalberto Carrasquilla,Panama,PAN,MID,6.5,
Maurício Magalhães Prado,Paraguay,PAR,MID,4.6,
Alejandro Romero,Paraguay,PAR,MID,4.7,
Matías Galarza,Paraguay,PAR,MID,4.8,
Lucas Romero,Paraguay,PAR,MID,5.6,
Braian Ojeda,Paraguay,PAR,MID,5.6,
Gustavo Gómez,Paraguay,PAR,DEF,4.6,
Júnior Alonso,Paraguay,PAR,DEF,4.1,
Omar Alderete,Paraguay,PAR,DEF,4.1,
Fabián Balbuena,Paraguay,PAR,DEF,4,
Alan Benítez,Paraguay,PAR,DEF,3.8,
Gustavo Velázquez,Paraguay,PAR,DEF,3.8,
Juan José Cáceres,Paraguay,PAR,DEF,3.8,
José Canale,Paraguay,PAR,DEF,3.6,
Miguel Almirón,Paraguay,PAR,MID,6,
Antonio Sanabria,Paraguay,PAR,FWD,6.5,
Ramón Sosa,Paraguay,PAR,FWD,5.3,
Álex Arce,Paraguay,PAR,FWD,4.9,
Gabriel Ávalos,Paraguay,PAR,FWD,4.9,
Gustavo Caballero,Paraguay,PAR,FWD,4.2,
Alexandro Maidana,Paraguay,PAR,FWD,4,
Roberto Fernández,Paraguay,PAR,GK,4,
Gastón Olveira,Paraguay,PAR,GK,3.8,
Orlando Gill,Paraguay,PAR,GK,3.5,
Damián Bobadilla,Paraguay,PAR,MID,5.5,
Julio Enciso,Paraguay,PAR,MID,6.6,
Diego Gómez,Paraguay,PAR,MID,6.8,
Samú Costa,Portugal,POR,MID,5.6,
Nuno Mendes,Portugal,POR,DEF,5.8,
João Cancelo,Portugal,POR,DEF,5.3,
Diogo Dalot,Portugal,POR,DEF,5,
Gonçalo Inácio,Portugal,POR,DEF,4.6,
Renato Veiga,Portugal,POR,DEF,4.3,
Tomás Araújo,Portugal,POR,DEF,4.1,
Gonçalo Ramos,Portugal,POR,FWD,7.5,
João Félix,Portugal,POR,FWD,6.5,
Pedro Neto,Portugal,POR,MID,6.4,
Trincão,Portugal,POR,FWD,5.9,
Gonçalo Guedes,Portugal,POR,FWD,5.8,
Francisco Conceição,Portugal,POR,MID,5.7,
Rui Silva,Portugal,POR,GK,4.7,
José Sá,Portugal,POR,GK,4.7,
Ricardo Velho,Portugal,POR,GK,4,
Rúben Neves,Portugal,POR,MID,5.9,
Matheus Nunes,Portugal,POR,MID,6.1,
Vitinha,Portugal,POR,MID,6.4,
João Neves,Portugal,POR,MID,6.5,
Bruno Fernandes,Portugal,POR,MID,8.5,
Mohammad Al Mannai,Qatar,QAT,MID,4.2,
Ayoub Al Oui,Qatar,QAT,MID,4.4,
Ahmed Fathy,Qatar,QAT,MID,4.7,
Karim Boudiaf,Qatar,QAT,MID,4.9,
Assim Madibo,Qatar,QAT,MID,5.1,
Mohammed Waad,Qatar,QAT,MID,5.3,
Pedro Miguel,Qatar,QAT,DEF,3.9,
Bassam Al Rawi,Qatar,QAT,DEF,3.8,
Lucas Mendes,Qatar,QAT,DEF,3.8,
Boualem Khoukhi,Qatar,QAT,DEF,3.8,
Niall Mason,Qatar,QAT,DEF,3.5,
Hashmi Al Hussain,Qatar,QAT,DEF,3.5,
Issa Laye,Qatar,QAT,DEF,3.5,
Akram Afif,Qatar,QAT,FWD,5.9,
Almoez Ali,Qatar,QAT,FWD,5.3,
Edmílson Junior,Qatar,QAT,FWD,4.9,
Hassan Al Haydos,Qatar,QAT,FWD,4.6,
Yusuf Abdurisag,Qatar,QAT,FWD,4.4,
Ahmed Al Ganehi,Qatar,QAT,FWD,4.2,
Mubarak Shanan,Qatar,QAT,FWD,4,
Meshaal Barsham,Qatar,QAT,GK,4.1,
Salah Zakaria,Qatar,QAT,GK,3.7,
Shehab Ellethy,Qatar,QAT,GK,3.6,
Mahmud Abunada,Qatar,QAT,GK,3.5,
Musab Al Juwayr,Saudi Arabia,KSA,MID,4.1,
Ziyad Al Johani,Saudi Arabia,KSA,MID,4.9,
Mohamed Kanno,Saudi Arabia,KSA,MID,5.1,
Abdullah Al Khaibari,Saudi Arabia,KSA,MID,5.1,
Aiman Yahya,Saudi Arabia,KSA,MID,5.6,
Saud Abdulhamid,Saudi Arabia,KSA,DEF,4.1,
Abdulelah Al Amri,Saudi Arabia,KSA,DEF,3.7,
Hassan Kadish,Saudi Arabia,KSA,DEF,3.7,
Ali Majrashi,Saudi Arabia,KSA,DEF,3.6,
Nawaf Bu Washl,Saudi Arabia,KSA,DEF,3.5,
Ali Lajami,Saudi Arabia,KSA,DEF,3.5,
Feras Al Brikan,Saudi Arabia,KSA,FWD,5.3,
Abdullah Al Hamddan,Saudi Arabia,KSA,FWD,4.9,
Khalid Al Ghannam,Saudi Arabia,KSA,FWD,4.9,
Saleh Al Shehri,Saudi Arabia,KSA,FWD,4.9,
Sultan Mandash,Saudi Arabia,KSA,FWD,4.5,
Nawaf Al Aqidi,Saudi Arabia,KSA,GK,4,
Ahmed Al Kassar,Saudi Arabia,KSA,GK,3.9,
Mohammed Al Owais,Saudi Arabia,KSA,GK,3.5,
John McGinn,Scotland,SCO,MID,6,
Billy Gilmour,Scotland,SCO,MID,5.1,
Ryan Christie,Scotland,SCO,MID,5.6,
Kenny McLean,Scotland,SCO,MID,4.8,
Andy Robertson,Scotland,SCO,DEF,5,
Kieran Tierney,Scotland,SCO,DEF,4.3,
Nathan Patterson,Scotland,SCO,DEF,4,
Jack Hendry,Scotland,SCO,DEF,3.9,
John Souttar,Scotland,SCO,DEF,3.8,
Scott McKenna,Scotland,SCO,DEF,3.8,
Anthony Ralston,Scotland,SCO,DEF,3.8,
Dominic Hyam,Scotland,SCO,DEF,3.6,
Grant Hanley,Scotland,SCO,DEF,3.5,
Ché Adams,Scotland,SCO,FWD,5.4,
George Hirst,Scotland,SCO,FWD,4.6,
Lyndon Dykes,Scotland,SCO,FWD,4.6,
Findlay Curtis,Scotland,SCO,FWD,4,
Liam Kelly,Scotland,SCO,GK,3.7,
Angus Gunn,Scotland,SCO,GK,3.6,
Scott McTominay,Scotland,SCO,MID,6.5,
Lewis Ferguson,Scotland,SCO,MID,4.8,
Idrissa Gueye,Senegal,SEN,MID,4.9,
Pape Matar Sarr,Senegal,SEN,MID,5.6,
Pathé Ciss,Senegal,SEN,MID,5.6,
Pape Gueye,Senegal,SEN,MID,5.9,
Mamadou Sarr,Senegal,SEN,DEF,4.7,
Moussa Niakhaté,Senegal,SEN,DEF,4.3,
El Hadji Malick Diouf,Senegal,SEN,DEF,4.1,
Ismail Jakobs,Senegal,SEN,DEF,4.1,
Kalidou Koulibaly,Senegal,SEN,DEF,4.9,
Abdoulaye Seck,Senegal,SEN,DEF,3.8,
Antoine Mendy,Senegal,SEN,DEF,3.7,
Nicolas Jackson,Senegal,SEN,FWD,6.7,
Iliman Ndiaye,Senegal,SEN,FWD,6.5,
Ismaïla Sarr,Senegal,SEN,FWD,6.2,
Assane Diao,Senegal,SEN,FWD,4.9,
Cherif Ndiaye,Senegal,SEN,FWD,4.9,
Bamba Dieng,Senegal,SEN,FWD,4.9,
Ibrahim Mbaye,Senegal,SEN,FWD,4.4,
Édouard Mendy,Senegal,SEN,GK,4.5,
Yehvann Diouf,Senegal,SEN,GK,3.9,
Mory Diaw,Senegal,SEN,GK,3.8,
Krépin Diatta,Senegal,SEN,MID,6.1,
Lamine Camara,Senegal,SEN,MID,6.2,
Habib Diarra,Senegal,SEN,MID,6.2,
Jayden Adams,South Africa,RSA,MID,4,
Teboho Mokoena,South Africa,RSA,MID,4.3,
Themba Zwane,South Africa,RSA,MID,4.3,
Thalente Mbatha,South Africa,RSA,MID,4.9,
Tshepang Moremi,South Africa,RSA,MID,4.9,
Yaya Sithole,South Africa,RSA,MID,5.1,
Aubrey Modiba,South Africa,RSA,DEF,3.7,
Thabang Matuludi,South Africa,RSA,DEF,3.7,
Khuliso Mudau,South Africa,RSA,DEF,3.6,
Nkosinathi Sibisi,South Africa,RSA,DEF,3.6,
Mbekezeli Mbokazi,South Africa,RSA,DEF,3.5,
Khulumani Ndamane,South Africa,RSA,DEF,3.5,
Ime Okon,South Africa,RSA,DEF,3.5,
Samukele Kabini,South Africa,RSA,DEF,3.5,
Lyle Foster,South Africa,RSA,FWD,5.4,
Relebohile Mofokeng,South Africa,RSA,FWD,4.9,
Oswin Appollis,South Africa,RSA,FWD,4.9,
Evidence Makgopa,South Africa,RSA,FWD,4.5,
Thapelo Maseko,South Africa,RSA,FWD,4.2,
Ronwen Williams,South Africa,RSA,GK,4.5,
Ricardo Goss,South Africa,RSA,GK,3.7,
Yéremy Pino,Spain,ESP,MID,5.9,
Álex Baena,Spain,ESP,MID,6,
Martín Zubimendi,Spain,ESP,MID,6.1,
Pedro Porro,Spain,ESP,DEF,5.5,
Aymeric Laporte,Spain,ESP,DEF,5.5,
Alejandro Grimaldo,Spain,ESP,DEF,4.9,
Marc Cucurella,Spain,ESP,DEF,5.1,
Pau Cubarsí,Spain,ESP,DEF,5,
Lamine Yamal,Spain,ESP,MID,10,
Ferran Torres,Spain,ESP,FWD,7.8,
Mikel Oyarzabal,Spain,ESP,FWD,8.1,
Borja Iglesias,Spain,ESP,FWD,6.8,
Víctor Muñoz,Spain,ESP,FWD,4,
David Raya,Spain,ESP,GK,5,
Unai Simón,Spain,ESP,GK,5,
Joan García,Spain,ESP,GK,4,
Marcos Llorente,Spain,ESP,DEF,5.5,
Rodri,Spain,ESP,MID,7.5,
Dani Olmo,Spain,ESP,MID,7.7,
Pedri,Spain,ESP,MID,8.1,
Besfort Zeneli,Sweden,SWE,MID,4.7,
Elliot Stroud,Sweden,SWE,MID,4.7,
Taha Ali,Sweden,SWE,MID,4.9,
Eric Smith,Sweden,SWE,MID,4.9,
Lucas Bergvall,Sweden,SWE,MID,5.1,
Yasin Ayari,Sweden,SWE,MID,5.3,
Jesper Karlström,Sweden,SWE,MID,5.6,
Mattias Svanberg,Sweden,SWE,MID,6.1,
Daniel Svensson,Sweden,SWE,DEF,4.5,
Gabriel Gudmundsson,Sweden,SWE,DEF,4.2,
Carl Starfelt,Sweden,SWE,DEF,4.1,
Victor Lindelöf,Sweden,SWE,DEF,4,
Gustaf Lagerbielke,Sweden,SWE,DEF,3.7,
Viktor Gyökeres,Sweden,SWE,FWD,7.8,
Anthony Elanga,Sweden,SWE,FWD,5.8,
Benjamin Nygren,Sweden,SWE,FWD,4.9,
Gustaf Nilsson,Sweden,SWE,FWD,4.9,
Kristoffer Nordfeldt,Sweden,SWE,GK,3.9,
Johan Manzambi,Switzerland,SUI,MID,5.6,
Granit Xhaka,Switzerland,SUI,MID,6.2,
Michel Aebischer,Switzerland,SUI,MID,5.9,
Remo Freuler,Switzerland,SUI,MID,5.9,
Ardon Jashari,Switzerland,SUI,MID,5.2,
Fabian Rieder,Switzerland,SUI,MID,6.2,
Manuel Akanji,Switzerland,SUI,DEF,5,
Ricardo Rodríguez,Switzerland,SUI,DEF,4.5,
Nico Elvedi,Switzerland,SUI,DEF,4.3,
Silvan Widmer,Switzerland,SUI,DEF,4.2,
Miro Muheim,Switzerland,SUI,DEF,4,
Eray Cömert,Switzerland,SUI,DEF,3.9,
Aurèle Amenda,Switzerland,SUI,DEF,3.7,
Luca Jaquez,Switzerland,SUI,DEF,3.5,
Breel Embolo,Switzerland,SUI,FWD,7.5,
Noah Okafor,Switzerland,SUI,FWD,5.9,
Dan Ndoye,Switzerland,SUI,FWD,6.8,
Gregor Kobel,Switzerland,SUI,GK,4.7,
Yvon Mvogo,Switzerland,SUI,GK,4.2,
Marvin Keller,Switzerland,SUI,GK,3.7,
Djibril Sow,Switzerland,SUI,MID,6.1,
Denis Zakaria,Switzerland,SUI,MID,6.1,
Rubén Vargas,Switzerland,SUI,MID,6.8,
Ellyes Skhiri,Tunisia,TUN,MID,4.7,
Rani Khedira,Tunisia,TUN,MID,4.7,
Hadj Mahmoud,Tunisia,TUN,MID,4.9,
Mortadha Ben Ouanes,Tunisia,TUN,MID,5,
Anis Ben Slimane,Tunisia,TUN,MID,5.3,
Moutaz Neffati,Tunisia,TUN,DEF,4.1,
Ali Abdi,Tunisia,TUN,DEF,4.1,
Omar Rekik,Tunisia,TUN,DEF,3.8,
Adem Arous,Tunisia,TUN,DEF,3.6,
Mohamed Amine Ben Hmida,Tunisia,TUN,DEF,3.6,
Raed Chikhaoui,Tunisia,TUN,DEF,3.5,
Ismaël Gharbi,Tunisia,TUN,FWD,4.6,
Elias Saad,Tunisia,TUN,FWD,4.5,
Firas Chaouat,Tunisia,TUN,FWD,4.4,
Sebastian Tounekti,Tunisia,TUN,FWD,4.4,
Hazem Mastouri,Tunisia,TUN,FWD,4.2,
Rayan Elloumi,Tunisia,TUN,FWD,4,
Khalil Ayari,Tunisia,TUN,FWD,4,
Abdelmouhib Chamakh,Tunisia,TUN,GK,4.1,
Aymen Dahmen,Tunisia,TUN,GK,3.9,
Sabri Ben Hessen,Tunisia,TUN,GK,3.5,
Ismail Yüksek,Türkiye,TUR,MID,4.6,
Salih Özcan,Türkiye,TUR,MID,4.7,
Atakan Karazor,Türkiye,TUR,MID,4.7,
Irfan Can Kahveci,Türkiye,TUR,MID,5.9,
Orkun Kökçü,Türkiye,TUR,MID,6,
Kaan Ayhan,Türkiye,TUR,DEF,4.5,
Zeki Çelik,Türkiye,TUR,DEF,4.3,
Ferdi Kadioglu,Türkiye,TUR,DEF,4.3,
Samet Akaydin,Türkiye,TUR,DEF,4.1,
Mert Müldür,Türkiye,TUR,DEF,4.1,
Ozan Kabak,Türkiye,TUR,DEF,4,
Eren Elmali,Türkiye,TUR,DEF,4,
Abdülkerim Bardakci,Türkiye,TUR,DEF,4,
Merih Demiral,Türkiye,TUR,DEF,4,
Mustafa Eskihellaç,Türkiye,TUR,DEF,3.9,
Ahmetcan Kaplan,Türkiye,TUR,DEF,3.5,
Kenan Yildiz,Türkiye,TUR,MID,7,
Kerem Aktürkoglu,Türkiye,TUR,FWD,6.2,
Baris Alper Yilmaz,Türkiye,TUR,FWD,6.1,
Oguz Aydin,Türkiye,TUR,FWD,5,
Yunus Akgün,Türkiye,TUR,FWD,4.9,
Deniz Gül,Türkiye,TUR,FWD,4.4,
Ugurcan Çakir,Türkiye,TUR,GK,4.2,
Altay Bayindir,Türkiye,TUR,GK,4,
Mert Günok,Türkiye,TUR,GK,4,
Muhammed Sengezer,Türkiye,TUR,GK,3.9,
Arda Güler,Türkiye,TUR,MID,7,
Hakan Çalhanoglu,Türkiye,TUR,MID,7.1,
Pablo Alcoba,Uruguay,URU,MID,4.3,
Juan Manuel Sanabria,Uruguay,URU,MID,4.5,
Emiliano Martínez,Uruguay,URU,MID,4.7,
Luciano González,Uruguay,URU,MID,4.7,
Nicolás Fonseca,Uruguay,URU,MID,5,
Facundo Pellistri,Uruguay,URU,MID,5.2,
Maxi Araújo,Uruguay,URU,MID,6.4,
Manuel Ugarte,Uruguay,URU,MID,5.9,
Nicolás de la Cruz,Uruguay,URU,MID,5.9,
Ronald Araujo,Uruguay,URU,DEF,5,
José María Giménez,Uruguay,URU,DEF,4.4,
Matías Viña,Uruguay,URU,DEF,4.3,
Mathías Olivera,Uruguay,URU,DEF,4.3,
Guillermo Varela,Uruguay,URU,DEF,4.2,
Sebastián Cáceres,Uruguay,URU,DEF,4.2,
Santiago Bueno,Uruguay,URU,DEF,4.1,
José Rodríguez,Uruguay,URU,DEF,3.9,
Brian Barboza,Uruguay,URU,DEF,3.7,
Benjamín García,Uruguay,URU,DEF,3.5,
Darwin Núñez,Uruguay,URU,FWD,7.5,
Federico Viñas,Uruguay,URU,FWD,5.9,
Brian Rodríguez,Uruguay,URU,FWD,6.2,
Rodrigo Aguirre,Uruguay,URU,FWD,5.6,
Facundo Torres,Uruguay,URU,FWD,5.4,
Agustín Canobbio,Uruguay,URU,FWD,5.3,
Facundo Martínez,Uruguay,URU,FWD,5.3,
Agustín Álvarez,Uruguay,URU,FWD,5.2,
Sergio Rochet,Uruguay,URU,GK,4.1,
Fernando Muslera,Uruguay,URU,GK,4.1,
Santiago Mele,Uruguay,URU,GK,3.5,
Giorgian de Arrascaeta,Uruguay,URU,MID,6.5,
Federico Valverde,Uruguay,URU,MID,7.5,
Cristian Roldan,USA,USA,MID,4.7,
Sebastian Berhalter,USA,USA,MID,4.7,
Brenden Aaronson,USA,USA,MID,5.7,
Malik Tillman,USA,USA,MID,6.1,
Weston McKennie,USA,USA,MID,6.1,
Giovanni Reyna,USA,USA,MID,5.5,
Antonee Robinson,USA,USA,DEF,5,
Chris Richards,USA,USA,DEF,4.1,
Joe Scally,USA,USA,DEF,4.1,
Tim Ream,USA,USA,DEF,3.9,
Mark McKenzie,USA,USA,DEF,3.9,
Auston Trusty,USA,USA,DEF,3.9,
Alexander Freeman,USA,USA,DEF,4,
Timothy Weah,USA,USA,MID,5.8,
Ricardo Pepi,USA,USA,FWD,5.9,
Folarin Balogun,USA,USA,FWD,6,
Max Arfsten,USA,USA,FWD,4.4,
Matt Turner,USA,USA,GK,4,
Matt Freese,USA,USA,GK,4.2,
Chris Brady,USA,USA,GK,3.5,
Christian Pulisic,USA,USA,MID,7,
Abdulla Abdullaev,Uzbekistan,UZB,MID,4.2,
Sherzod Esanov,Uzbekistan,UZB,MID,4.7,
Jasurbek Jaloliddinov,Uzbekistan,UZB,MID,4.7,
Ruslanbek Jiyanov,Uzbekistan,UZB,MID,4.7,
Akmal Mozgovoy,Uzbekistan,UZB,MID,4.7,
Otabek Shukurov,Uzbekistan,UZB,MID,5,
Umarali Rakhmonaliev,Uzbekistan,UZB,MID,5.1,
Dostonbek Khamdamov,Uzbekistan,UZB,MID,5.1,
Aziz G'aniev,Uzbekistan,UZB,MID,5.3,
Odiljon Hamrobekov,Uzbekistan,UZB,MID,5.3,
Oston Urunov,Uzbekistan,UZB,MID,5.6,
Jamshid Iskanderov,Uzbekistan,UZB,MID,5.7,
Jaloliddin Masharipov,Uzbekistan,UZB,MID,6.1,
Abbosbek Fayzullaev,Uzbekistan,UZB,MID,6.2,
Abdukodir Khusanov,Uzbekistan,UZB,DEF,4.3,
Rustam Ashurmatov,Uzbekistan,UZB,DEF,3.7,
Sherzod Nasrullaev,Uzbekistan,UZB,DEF,3.7,
Farrukh Sayfiev,Uzbekistan,UZB,DEF,3.6,
Khojiakbar Alijonov,Uzbekistan,UZB,DEF,3.6,
Umar Eshmurodov,Uzbekistan,UZB,DEF,3.5,
Avazbek O'lmasaliev,Uzbekistan,UZB,DEF,3.5,
Bekhruz Karimov,Uzbekistan,UZB,DEF,3.5,
Jakhongir Urozov,Uzbekistan,UZB,DEF,3.5,
Eldor Shomurodov,Uzbekistan,UZB,FWD,6.5,
Igor Sergeev,Uzbekistan,UZB,FWD,6.1,
Sherzod Temirov,Uzbekistan,UZB,FWD,5.1,
Azizbek Amanov,Uzbekistan,UZB,FWD,4.9,
Abduvokhid Ne'matov,Uzbekistan,UZB,GK,4,
Utkir Yusupov,Uzbekistan,UZB,GK,3.9,
Botirali Ergashev,Uzbekistan,UZB,GK,3.5,
Facundo Cambeses,Argentina,ARG,GK,4,
Walter Benítez,Argentina,ARG,GK,4.5,
Santiago Beltrán,Argentina,ARG,GK,4,
Lisandro Martínez,Argentina,ARG,DEF,4.6,
Germán Pezzella,Argentina,ARG,DEF,4.2,
Facundo Medina,Argentina,ARG,DEF,4,
Zaid Romero,Argentina,ARG,DEF,3.5,
Lautaro Di Lollo,Argentina,ARG,DEF,3.5,
Gonzalo Montiel,Argentina,ARG,DEF,4.3,
Kevin Mac Allister,Argentina,ARG,DEF,3.8,
Leonardo Balerdi,Argentina,ARG,DEF,4,
Giovani Lo Celso,Argentina,ARG,MID,6.2,
Emiliano Buendía,Argentina,ARG,MID,6.5,
Aníbal Moreno,Argentina,ARG,MID,5,
Equi Fernández,Argentina,ARG,MID,5,
Guido Rodríguez,Argentina,ARG,MID,5.6,
Alan Varela,Argentina,ARG,MID,5,
Tomás Aranda,Argentina,ARG,MID,4.3,
Nicolás Domínguez,Argentina,ARG,MID,5,
Claudio Echeverri,Argentina,ARG,MID,5.5,
Matías Soulé,Argentina,ARG,MID,6.2,
Nicolás Capaldo,Argentina,ARG,MID,5,
Milton Delgado,Argentina,ARG,MID,4.2,
Lautaro Martínez,Argentina,ARG,FWD,8.8,
Mateo Pellegrino,Argentina,ARG,FWD,5,
Santiago Castro,Argentina,ARG,FWD,6,
Dennis Hadzikadunic,Bosnia and Herzegovina,BIH,DEF,3.7,
Ermin Mahmic,Bosnia and Herzegovina,BIH,MID,4.2,
Weverton,Brazil,BRA,GK,4.5,
Alex Sandro,Brazil,BRA,DEF,4.5,
